x,y,mass,velocity_x,velocity_y
9.54306,2.1651,0.638044,0.966764,0.255671,
317.968,405.19,0.414103,0.653509,-0.756919,
151.019,775.86,0.953788,0.527742,-0.849405,
35.3699,34.9441,0.65894,0.977972,0.208734,
35.7134,669.845,0.701896,0.694592,-0.719404,
397.465,123.228,0.293816,0.990568,0.137021,
138.889,687.303,0.310982,0.597322,-0.802002,
359.359,793.811,0.0557612,0.273014,-0.96201,
565.756,312.341,0.195285,-0.128264,-0.99174,
120.221,330.225,0.714807,0.915066,-0.403304,
549.351,64.7767,0.836524,-0.0688629,0.997626,
48.0826,379.706,0.91024,0.902785,-0.430093,
504.904,318.265,0.999694,0.217857,-0.975981,
525.51,9.48919,0.54852,0.136098,0.990695,
541.35,154.965,0.0939703,0.218345,-0.975872,
560.599,692.792,0.080476,-0.0303533,-0.999539,
8.17772,423.306,0.429237,0.886379,-0.462961,
213.137,141.421,0.557698,0.999981,0.00624218,
301.789,756.266,0.438774,0.367484,-0.93003,
554.02,661.521,0.325773,-0.019497,-0.99981,
392.375,729.15,0.992389,0.250504,-0.968115,
483.098,64.8957,0.109654,0.61202,0.790842,
111.087,751.854,0.863377,0.579715,-0.81482,
98.3463,541.225,0.36627,0.746015,-0.665929,
182.948,654.636,0.564427,0.576852,-0.816848,
157.368,637.79,0.745454,0.616014,-0.787735,
281.88,657.869,0.626346,0.453917,-0.891044,
588.257,459.273,0.154004,-0.139046,-0.990286,
84.4063,29.8357,0.148783,0.970749,0.240095,
443.841,63.3432,0.356096,0.780558,0.625083,
126.4,349.218,0.751904,0.897013,-0.442003,
66.5354,617.928,0.919695,0.709288,-0.704919,
233.607,494.776,0.167955,0.662041,-0.749467,
82.6796,255.041,0.140699,0.971976,-0.235082,
301.505,69.5068,0.716677,0.956452,0.29189,
182.882,685.575,0.0707651,0.554322,-0.832302,
339.873,574.55,0.757083,0.427841,-0.903854,
159.47,649.906,0.456527,0.604654,-0.796489,
345.446,210.393,0.91555,0.947604,-0.319448,
498.601,719.821,0.737076,0.0783869,-0.996923,
66.213,2.92757,0.480848,0.959334,0.282272,
472.821,29.7323,0.2872,0.530002,0.847997,
78.9128,380.686,0.287223,0.890799,-0.454398,
171.199,146.486,0.404981,0.999968,-0.0080479,
444.582,198.476,0.0956467,0.874891,-0.484319,
83.1331,453.852,0.324466,0.829402,-0.558652,
115.324,4.25245,0.252285,0.951073,0.308967,
156.451,736.146,0.849961,0.547208,-0.836996,
348.928,439.432,0.250454,0.550185,-0.835043,
544.073,285.896,0.0849954,-0.00108965,-0.999999,
87.824,353.876,0.996831,0.908047,-0.418869,
467.901,400.468,0.958306,0.283657,-0.958926,
578.6,550.59,0.0878011,-0.0848837,-0.996391,
329.645,33.7937,0.683927,0.890139,0.455688,
94.9479,391.772,0.572536,0.875101,-0.483941,
450.302,658.571,0.31951,0.178819,-0.983882,
80.8898,751.601,0.54334,0.605797,-0.795619,
233.697,232.498,0.813083,0.961215,-0.275801,
193.551,332.52,0.933216,0.880077,-0.47483,
212.835,687.454,0.431741,0.519915,-0.854218,
52.0531,598.444,0.762472,0.734112,-0.679029,
56.8757,431.2,0.998119,0.860991,-0.50862,
420.265,458.424,0.205167,0.365465,-0.930825,
570.701,146.103,0.0418435,-0.995259,-0.0972552,
439.619,261.612,0.57804,0.661873,-0.749616,
431.764,319.422,0.449145,0.537541,-0.843238,
163.018,735.273,0.67062,0.541226,-0.840877,
390.982,39.844,0.206851,0.827817,0.560998,
576.733,575.562,0.078482,-0.0757292,-0.997128,
30.6688,521.989,0.0404708,0.804817,-0.593524,
545.717,427.158,0.0879724,-0.00634222,-0.99998,
381.028,433.581,0.788939,0.489601,-0.871946,
511.9,318.706,0.582911,0.179756,-0.983711,
150.845,8.00933,0.50283,0.945422,0.32585,
553.504,282.354,0.659081,-0.0688683,-0.997626,
363.605,751.946,0.628082,0.284129,-0.958786,
468.536,679.393,0.525309,0.139292,-0.990251,
571.718,116.149,0.660907,-0.713018,0.701146,
326.943,387.873,0.597899,0.663922,-0.747802,
141.559,629.8,0.2287,0.637466,-0.770478,
108.352,781.949,0.131013,0.563558,-0.826077,
109.74,23.1869,0.261236,0.963693,0.267014,
361.635,649.67,0.594234,0.338812,-0.940854,
388.508,175.121,0.117607,0.979905,-0.199465,
469.187,366.781,0.168153,0.317372,-0.948301,
462.157,123.726,0.679769,0.972015,0.234917,
572.678,119.428,0.748138,-0.767014,0.641631,
279.122,525.06,0.83368,0.570126,-0.821557,
276.422,85.5437,0.0615859,0.977334,0.211701,
185.612,527.328,0.780757,0.682373,-0.731005,
368.849,645.234,0.955273,0.329441,-0.944176,
498.439,529.85,0.930631,0.116903,-0.993143,
144.97,534.802,0.750137,0.713903,-0.700244,
377.089,486.897,0.426911,0.436965,-0.899478,
284.569,438.219,0.637244,0.660604,-0.750734,
132.221,126.719,0.0698312,0.999172,0.0406937,
281.33,662.462,0.120846,0.451473,-0.892285,
208.1,697.92,0.312681,0.518073,-0.855336,
568.229,448.926,0.411639,-0.0793421,-0.996847,
588.43,682.624,0.133956,-0.082281,-0.996609,
166.576,682.243,0.759962,0.573678,-0.819081,
310.054,186.167,0.637515,0.983751,-0.179539,
431.718,771.025,0.8765,0.176002,-0.98439,
238.174,794.747,0.681801,0.424965,-0.90521,
314.461,81.4531,0.0172168,0.965344,0.260979,
58.9254,735.477,0.446067,0.633735,-0.77355,
133.322,632.549,0.381164,0.642993,-0.765872,
338.402,582.947,0.211067,0.42362,-0.90584,
418.703,423.331,0.890517,0.408425,-0.912792,
231.498,196.556,0.681867,0.985877,-0.167469,
150.802,373.091,0.704424,0.863505,-0.504341,
344.684,245.673,0.205093,0.889789,-0.456373,
105.31,669.591,0.582797,0.640346,-0.768087,
448.975,430.069,0.903815,0.314485,-0.949262,
553.868,43.6211,0.390731,-0.0991467,0.995073,
546.749,176.489,0.754616,-0.0854625,-0.996341,
405.005,384.282,0.449433,0.499702,-0.866197,
429.02,412.973,0.884961,0.392198,-0.919881,
509.98,202.5,0.715542,0.498523,-0.866876,
368.584,556.213,0.518364,0.390999,-0.920391,
377.885,216.95,0.156213,0.914482,-0.404627,
493.199,605.308,0.983172,0.109166,-0.994024,
318.052,752.029,0.758822,0.347964,-0.937508,
354.943,241.373,0.291628,0.887947,-0.459946,
437.539,301.432,0.685931,0.558625,-0.82942,
426.333,352.135,0.475604,0.49096,-0.871182,
223.719,449.274,0.740535,0.723194,-0.690645,
516.424,558.129,0.373672,0.0661625,-0.997809,
344.174,411.16,0.824394,0.598061,-0.801451,
197.744,228.189,0.302461,0.971346,-0.237671,
446.563,516.274,0.560759,0.252679,-0.96755,
345.384,744.958,0.29517,0.313446,-0.949606,
66.4712,53.0632,0.41601,0.982534,0.186081,
360.55,34.4835,0.217976,0.859591,0.510983,
498.956,506.753,0.484341,0.122833,-0.992427,
549.398,648.172,0.156222,-0.0108581,-0.999941,
498.905,292.94,0.789784,0.288387,-0.957514,
501.401,625.365,0.263223,0.0878908,-0.99613,
275.496,734.26,0.164101,0.413661,-0.910431,
459,691.906,0.731891,0.153017,-0.988224,
559.872,76.6429,0.187037,-0.232165,0.972676,
200.666,244.851,0.486977,0.959056,-0.283216,
493.552,454.017,0.787609,0.1601,-0.987101,
386.781,713.647,0.264632,0.265696,-0.964057,
376.822,423.925,0.361497,0.511864,-0.859066,
19.4431,239.786,0.233048,0.983558,-0.180593,
285.035,346.002,0.147481,0.787635,-0.616142,
227.954,268.129,0.999838,0.930236,-0.366962,
159.138,169.685,0.190044,0.99769,-0.0679306,
334.096,486.573,0.150601,0.521736,-0.853107,
537.343,49.8359,0.795393,0.0700309,0.997545,
380.749,38.8448,0.345094,0.841772,0.539833,
9.71215,252.906,0.368866,0.979661,-0.200662,
200.308,122.215,0.433241,0.998089,0.0617863,
574.089,43.5645,0.17264,-0.289054,0.957313,
543.918,143.486,0.823024,1.06769e-13,-2.53394e-14,
