x,y,mass,velocity_x,velocity_y
34.3919,34.7353,0.65894,0,0,
35.0188,670.564,0.701896,0,0,
396.474,123.091,0.293816,0,0,
138.292,688.105,0.310982,0,0,
359.086,794.773,0.0557612,0,0,
565.884,313.333,0.195285,0,0,
119.306,330.628,0.714807,0,0,
549.42,63.7791,0.836524,0,0,
47.1798,380.136,0.91024,0,0,
504.686,319.241,0.999694,0,0,
525.374,8.49849,0.54852,0,0,
541.131,155.94,0.0939703,0,0,
560.629,693.791,0.080476,0,0,
7.29134,423.769,0.429237,0,0,
212.137,141.415,0.557698,0,0,
301.422,757.196,0.438774,0,0,
554.039,662.52,0.325773,0,0,
392.124,730.118,0.992389,0,0,
482.486,64.1049,0.109654,0,0,
110.507,752.669,0.863377,0,0,
97.6003,541.891,0.36627,0,0,
182.371,655.453,0.564427,0,0,
156.752,638.578,0.745454,0,0,
281.426,658.76,0.626346,0,0,
588.397,460.264,0.154004,0,0,
83.4355,29.5956,0.148783,0,0,
443.061,62.7182,0.356096,0,0,
125.503,349.66,0.751904,0,0,
65.8261,618.633,0.919695,0,0,
232.944,495.525,0.167955,0,0,
81.7076,255.276,0.140699,0,0,
300.549,69.2149,0.716677,0,0,
182.327,686.407,0.0707651,0,0,
339.445,575.454,0.757083,0,0,
158.865,650.702,0.456527,0,0,
344.498,210.713,0.91555,0,0,
498.523,720.818,0.737076,0,0,
65.2537,2.6453,0.480848,0,0,
472.291,28.8843,0.2872,0,0,
78.022,381.14,0.287223,0,0,
170.199,146.494,0.404981,0,0,
443.708,198.96,0.0956467,0,0,
82.3037,454.411,0.324466,0,0,
114.373,3.94349,0.252285,0,0,
155.904,736.983,0.849961,0,0,
348.378,440.267,0.250454,0,0,
544.074,286.896,0.0849954,0,0,
86.916,354.294,0.996831,0,0,
467.617,401.427,0.958306,0,0,
578.684,551.586,0.0878011,0,0,
328.755,33.338,0.683927,0,0,
94.0728,392.256,0.572536,0,0,
450.123,659.555,0.31951,0,0,
80.284,752.397,0.54334,0,0,
232.736,232.774,0.813083,0,0,
192.671,332.995,0.933216,0,0,
212.315,688.308,0.431741,0,0,
51.319,599.123,0.762472,0,0,
56.0147,431.709,0.998119,0,0,
419.9,459.355,0.205167,0,0,
571.696,146.201,0.0418435,0,0,
438.957,262.361,0.57804,0,0,
431.226,320.265,0.449145,0,0,
162.476,736.114,0.67062,0,0,
390.154,39.283,0.206851,0,0,
576.809,576.559,0.078482,0,0,
29.864,522.583,0.0404708,0,0,
545.723,428.158,0.0879724,0,0,
380.539,434.453,0.788939,0,0,
511.72,319.69,0.582911,0,0,
149.899,7.68348,0.50283,0,0,
553.573,283.351,0.659081,0,0,
363.321,752.905,0.628082,0,0,
468.396,680.383,0.525309,0,0,
572.431,115.448,0.660907,0,0,
326.279,388.621,0.597899,0,0,
140.921,630.571,0.2287,0,0,
107.788,782.775,0.131013,0,0,
108.776,22.9199,0.261236,0,0,
361.297,650.611,0.594234,0,0,
387.528,175.32,0.117607,0,0,
468.87,367.73,0.168153,0,0,
461.185,123.491,0.679769,0,0,
573.445,118.786,0.748138,0,0,
278.552,525.882,0.83368,0,0,
275.445,85.332,0.0615859,0,0,
184.93,528.059,0.780757,0,0,
368.519,646.179,0.955273,0,0,
498.322,530.843,0.930631,0,0,
144.256,535.502,0.750137,0,0,
376.652,487.797,0.426911,0,0,
283.909,438.97,0.637244,0,0,
131.222,126.678,0.0698312,0,0,
280.878,663.354,0.120846,0,0,
207.582,698.776,0.312681,0,0,
568.308,449.923,0.411639,0,0,
588.512,683.621,0.133956,0,0,
166.003,683.062,0.759962,0,0,
309.07,186.347,0.637515,0,0,
431.542,772.01,0.8765,0,0,
237.749,795.652,0.681801,0,0,
313.496,81.1922,0.0172168,0,0,
58.2917,736.251,0.446067,0,0,
132.679,633.315,0.381164,0,0,
337.979,583.853,0.211067,0,0,
418.294,424.243,0.890517,0,0,
230.512,196.724,0.681867,0,0,
149.938,373.595,0.704424,0,0,
343.794,246.13,0.205093,0,0,
104.67,670.359,0.582797,0,0,
448.66,431.018,0.903815,0,0,
553.967,42.626,0.390731,0,0,
546.834,177.485,0.754616,0,0,
404.505,385.148,0.449433,0,0,
428.628,413.893,0.884961,0,0,
509.482,203.367,0.715542,0,0,
368.193,557.133,0.518364,0,0,
376.971,217.355,0.156213,0,0,
493.09,606.302,0.983172,0,0,
317.705,752.966,0.758822,0,0,
354.055,241.833,0.291628,0,0,
436.981,302.262,0.685931,0,0,
425.842,353.006,0.475604,0,0,
222.996,449.965,0.740535,0,0,
516.358,559.127,0.373672,0,0,
343.576,411.961,0.824394,0,0,
196.773,228.426,0.302461,0,0,
446.311,517.241,0.560759,0,0,
345.071,745.908,0.29517,0,0,
65.4886,52.8771,0.41601,0,0,
359.69,33.9725,0.217976,0,0,
498.834,507.745,0.484341,0,0,
549.409,649.172,0.156222,0,0,
498.617,293.897,0.789784,0,0,
501.313,626.361,0.263223,0,0,
275.082,735.17,0.164101,0,0,
458.847,692.894,0.731891,0,0,
560.105,75.6703,0.187037,0,0,
199.707,245.134,0.486977,0,0,
493.392,455.004,0.787609,0,0,
386.515,714.611,0.264632,0,0,
376.31,424.784,0.361497,0,0,
18.4595,239.967,0.233048,0,0,
284.247,346.618,0.147481,0,0,
227.024,268.496,0.999838,0,0,
158.14,169.753,0.190044,0,0,
333.574,487.426,0.150601,0,0,
537.273,48.8383,0.795393,0,0,
379.907,38.305,0.345094,0,0,
8.73248,253.107,0.368866,0,0,
199.31,122.153,0.433241,0,0,
574.378,42.6072,0.17264,0,0,
543.918,143.486,0.823024,0,0,
